task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
36	00/6e3a50	29917	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5556343)	COMPLETED	0	2023-10-23 14:30:57.399	1.3s	1s	125.6%	6.4 MB	220.9 MB	7.3 MB	5 KB
38	9a/4c5a23	30143	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5405022)	COMPLETED	0	2023-10-23 14:30:58.698	1.3s	0ms	128.0%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
49	f3/4d3e8d	30365	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5556343)	COMPLETED	0	2023-10-23 14:30:59.990	1.1s	0ms	106.7%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
41	2d/8d9fc3	30590	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5181310)	COMPLETED	0	2023-10-23 14:31:01.117	1.1s	0ms	128.0%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
46	a5/3d9ee1	30811	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	COMPLETED	0	2023-10-23 14:31:02.224	1.3s	0ms	123.8%	6.7 MB	220.9 MB	4.7 MB	5.4 KB
42	ad/5a42de	31036	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR13500958)	COMPLETED	0	2023-10-23 14:31:03.482	1.2s	0ms	120.3%	6.6 MB	220.9 MB	5.2 MB	5.4 KB
47	6a/6e99f5	31262	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5556343)	COMPLETED	0	2023-10-23 14:31:04.692	1.3s	0ms	130.6%	6.6 MB	220.9 MB	7.3 MB	5.4 KB
37	15/b20db2	31487	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5405022)	COMPLETED	0	2023-10-23 14:31:06.006	1.2s	0ms	126.8%	6.6 MB	220.9 MB	7.5 MB	5.4 KB
43	4f/3d5101	31711	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR13500958)	COMPLETED	0	2023-10-23 14:31:07.175	1.2s	0ms	128.0%	3.2 MB	5.4 MB	110.7 KB	4.9 KB
40	59/c27441	31961	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	COMPLETED	0	2023-10-23 14:31:08.374	1.7s	1s	137.3%	6.6 MB	220.9 MB	32.6 MB	5.4 KB
45	84/ace167	32181	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	COMPLETED	0	2023-10-23 14:31:10.091	1.1s	0ms	133.3%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
39	15/3c1edb	32404	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-23 14:31:11.211	1.6s	1s	117.2%	7.5 MB	222 MB	7.5 MB	94.2 KB
50	a9/eaff42	32630	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-23 14:31:12.821	1.7s	0ms	115.0%	7.7 MB	222.2 MB	4.7 MB	104.7 KB
48	d6/234152	32853	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-23 14:31:14.521	1.7s	0ms	112.5%	7.9 MB	222.2 MB	5.2 MB	138.8 KB
44	06/84e9b6	33077	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-23 14:31:16.188	5.7s	5s	114.8%	7.7 MB	222.2 MB	32.6 MB	99 KB
51	26/8d3c8a	33524	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-23 14:31:21.880	2.1s	1s	115.4%	7.6 MB	222.2 MB	7.3 MB	104.4 KB
53	bd/ff3c1d	33792	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (SRR13500958)	COMPLETED	0	2023-10-23 14:31:24.020	2.3s	1s	98.1%	9.6 MB	15.8 MB	5.2 MB	5.1 MB
52	fd/1098bc	34069	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5743893)	COMPLETED	0	2023-10-23 14:31:26.304	2.8s	2s	99.7%	10.1 MB	16.1 MB	4.7 MB	4.6 MB
54	f9/d8edfe	34346	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5556343)	COMPLETED	0	2023-10-23 14:31:29.152	3.8s	3s	99.7%	11.3 MB	17.5 MB	7.3 MB	7.3 MB
55	90/d10971	34675	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5405022)	COMPLETED	0	2023-10-23 14:31:32.986	4.9s	4s	99.5%	11.3 MB	17.2 MB	7.5 MB	7.4 MB
56	49/bb42a5	35064	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5181310)	COMPLETED	0	2023-10-23 14:31:37.885	12.3s	11s	98.9%	29.4 MB	35.4 MB	32.6 MB	32.9 MB
57	78/690d08	35876	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR13500958)	COMPLETED	0	2023-10-23 14:31:50.182	1.4s	0ms	458.2%	25.5 MB	5 GB	5.2 MB	5.1 MB
58	ed/bc73cf	36158	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5743893)	COMPLETED	0	2023-10-23 14:31:51.565	1.6s	0ms	496.7%	25.9 MB	5.1 GB	4.7 MB	4.6 MB
59	b9/36f225	36397	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5556343)	COMPLETED	0	2023-10-23 14:31:53.123	1.8s	1s	498.8%	22.8 MB	5.1 GB	7.4 MB	7.2 MB
60	5b/23a543	36640	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-23 14:31:54.901	1.5s	0ms	497.2%	27 MB	5.1 GB	7.5 MB	7.4 MB
61	8c/2350e3	36878	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5181310)	COMPLETED	0	2023-10-23 14:31:56.431	3.9s	3s	516.1%	744 MB	5.6 GB	33 MB	32.8 MB
63	cc/86c024	37227	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR13500958)	COMPLETED	0	2023-10-23 14:32:00.301	1.2s	0ms	123.9%	6.5 MB	220.9 MB	5.2 MB	5 KB
62	ca/0c412c	37450	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (SRR13500958)	COMPLETED	0	2023-10-23 14:32:01.501	10.3s	9s	117.2%	78.7 MB	117.9 MB	55.7 MB	50.4 MB
64	ae/4d2cd1	38349	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5743893)	COMPLETED	0	2023-10-23 14:32:11.805	1.3s	0ms	126.8%	6.5 MB	220.9 MB	4.7 MB	5 KB
65	d6/dc20f2	38613	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5743893)	COMPLETED	0	2023-10-23 14:32:13.085	10.8s	10s	118.0%	147.9 MB	220.8 MB	71.9 MB	67.2 MB
67	25/88fe81	39593	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5556343)	COMPLETED	0	2023-10-23 14:32:23.868	1.4s	0ms	138.5%	6.6 MB	220.9 MB	7.3 MB	5 KB
66	cc/2019d4	39859	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5556343)	COMPLETED	0	2023-10-23 14:32:25.233	13.4s	13s	126.3%	153 MB	224.7 MB	113.3 MB	105.9 MB
69	cd/ba4e03	40917	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5405022)	COMPLETED	0	2023-10-23 14:32:38.665	1.2s	0ms	123.8%	6.6 MB	220.9 MB	7.5 MB	5 KB
68	92/110530	41183	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5405022)	COMPLETED	0	2023-10-23 14:32:39.889	10s	9s	120.2%	78.9 MB	119.3 MB	59.9 MB	52.3 MB
71	cb/51e087	42082	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5181310)	COMPLETED	0	2023-10-23 14:32:49.846	1.8s	1s	142.2%	6.6 MB	220.9 MB	32.9 MB	5 KB
70	d3/a3108b	42351	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5181310)	COMPLETED	0	2023-10-23 14:32:51.629	42.7s	41s	162.4%	1 GB	1.6 GB	558.7 MB	525.7 MB
74	a1/75bb54	43912	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (SRR13500958)	COMPLETED	0	2023-10-23 14:33:34.305	1.2s	0ms	325.2%	5.9 MB	14.7 MB	5.3 MB	221.4 KB
73	23/b5f84f	44186	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (SRR13500958)	COMPLETED	0	2023-10-23 14:33:35.552	1.3s	0ms	370.2%	5.5 MB	14.1 MB	5.3 MB	150 KB
72	d9/71e671	44409	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SRR13500958)	COMPLETED	0	2023-10-23 14:33:36.836	7.7s	6s	390.1%	411.8 MB	11 GB	58.4 MB	886.8 KB
75	f0/8d03fa	45542	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (SRR13500958)	COMPLETED	0	2023-10-23 14:33:44.546	2s	0ms	207.9%	8.3 MB	14.5 MB	10.5 MB	4.4 KB
77	ad/fc15cf	45823	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5743893)	COMPLETED	0	2023-10-23 14:33:46.570	1.2s	0ms	343.7%	5.5 MB	14.1 MB	4.7 MB	105.3 KB
76	da/c5520c	46046	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5743893)	COMPLETED	0	2023-10-23 14:33:47.771	1.1s	0ms	320.0%	6.1 MB	14.7 MB	4.7 MB	165.7 KB
78	53/4f010d	46275	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5743893)	COMPLETED	0	2023-10-23 14:33:48.870	7.6s	5s	390.4%	342.9 MB	8.9 GB	57.8 MB	852.5 KB
79	c9/ed7767	47563	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5743893)	COMPLETED	0	2023-10-23 14:33:56.514	1.6s	0ms	362.7%	11 MB	16.2 MB	10.5 MB	5.2 KB
81	6e/811a88	47843	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5556343)	COMPLETED	0	2023-10-23 14:33:58.154	1.2s	0ms	360.0%	6.1 MB	14.7 MB	7.4 MB	182.8 KB
82	be/37f162	48071	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5556343)	COMPLETED	0	2023-10-23 14:33:59.366	1.2s	1s	381.7%	5.7 MB	14.1 MB	7.4 MB	113.4 KB
80	b1/d99440	48297	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5556343)	COMPLETED	0	2023-10-23 14:34:00.547	8.8s	6s	337.5%	458.2 MB	11 GB	60.5 MB	854.3 KB
83	c6/bd4d4d	49664	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5556343)	COMPLETED	0	2023-10-23 14:34:09.300	1.7s	1s	327.9%	10.6 MB	16 MB	10.5 MB	6 KB
85	bd/675a82	49947	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5405022)	COMPLETED	0	2023-10-23 14:34:11.039	1.1s	0ms	333.3%	5.7 MB	14.1 MB	7.6 MB	295.4 KB
84	a4/74ef14	50174	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5405022)	COMPLETED	0	2023-10-23 14:34:12.180	1.1s	0ms	329.1%	6.1 MB	14.7 MB	7.7 MB	405.5 KB
86	06/c98ae3	50400	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5405022)	COMPLETED	0	2023-10-23 14:34:13.282	7.6s	6s	392.2%	441 MB	11 GB	60.6 MB	843.8 KB
87	48/6719bd	51739	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5405022)	COMPLETED	0	2023-10-23 14:34:20.841	1.6s	0ms	365.2%	11 MB	16 MB	10.5 MB	6.2 KB
90	9b/cdc41b	52021	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5181310)	COMPLETED	0	2023-10-23 14:34:22.400	1.6s	1s	431.1%	5.8 MB	14.1 MB	32.9 MB	199.4 KB
89	ef/45e93f	52247	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5181310)	COMPLETED	0	2023-10-23 14:34:24.050	1.7s	1s	414.9%	6.1 MB	14.6 MB	32.9 MB	342 KB
95	6b/d40475	52475	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	COMPLETED	0	2023-10-23 14:34:25.749	1.2s	0ms	133.3%	6.7 MB	220.9 MB	4.7 MB	5.4 KB
94	f9/9ed7cb	52699	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	COMPLETED	0	2023-10-23 14:34:26.940	1.1s	0ms	97.0%	3.1 MB	5.4 MB	110.8 KB	4.9 KB
97	2d/753b48	52918	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5556343)	COMPLETED	0	2023-10-23 14:34:28.075	1.1s	0ms	128.0%	3.2 MB	5.4 MB	110.8 KB	4.9 KB
