task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
29	95/89d45b	27448	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5743893)	COMPLETED	0	2023-10-12 04:48:07.222	2.2s	0ms	498.1%	25.6 MB	5.1 GB	5.1 MB	4.6 MB
30	8b/ff9260	27701	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-12 04:48:09.410	2.1s	0ms	521.7%	25.8 MB	5.1 GB	7.9 MB	7.4 MB
31	bd/c6424d	27939	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5556343)	COMPLETED	0	2023-10-12 04:48:11.554	2.5s	1s	491.3%	24.9 MB	5.1 GB	7.9 MB	7.2 MB
32	af/5fcd16	28178	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5181310)	COMPLETED	0	2023-10-12 04:48:14.044	2.7s	2s	138.2%	6.6 MB	220.9 MB	32.6 MB	5 KB
33	e7/f5af9a	28453	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR13500958)	COMPLETED	0	2023-10-12 04:48:16.731	1.7s	0ms	118.9%	6.5 MB	220.9 MB	5.2 MB	5 KB
34	b2/3f03dc	28673	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5743893)	COMPLETED	0	2023-10-12 04:48:18.479	1.7s	0ms	127.4%	6.6 MB	220.9 MB	4.7 MB	5 KB
35	d6/909e99	28890	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5405022)	COMPLETED	0	2023-10-12 04:48:20.189	1.8s	0ms	128.8%	6.6 MB	220.9 MB	7.5 MB	5 KB
36	79/beb645	29109	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5556343)	COMPLETED	0	2023-10-12 04:48:21.970	1.8s	1s	131.3%	6.7 MB	220.9 MB	7.3 MB	5 KB
43	6d/3a8975	29330	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5405022)	COMPLETED	0	2023-10-12 04:48:23.817	1.6s	0ms	135.6%	3 MB	5.4 MB	110.7 KB	4.9 KB
37	3f/ab905e	29554	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5181310)	COMPLETED	0	2023-10-12 04:48:25.391	1.6s	0ms	112.7%	3 MB	5.4 MB	110.7 KB	4.9 KB
41	aa/7ac1a5	29753	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	COMPLETED	0	2023-10-12 04:48:26.955	1.7s	0ms	95.5%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
46	58/9f8503	29976	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5556343)	COMPLETED	0	2023-10-12 04:48:28.618	1.8s	0ms	137.1%	6.6 MB	220.9 MB	7.3 MB	5.4 KB
40	63/7a8751	30198	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR13500958)	COMPLETED	0	2023-10-12 04:48:30.387	1.6s	0ms	103.2%	3.1 MB	5.4 MB	110.7 KB	4.9 KB
44	92/b120d9	30449	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5405022)	COMPLETED	0	2023-10-12 04:48:32.019	1.7s	1s	127.2%	6.8 MB	220.9 MB	7.5 MB	5.4 KB
45	88/885ba1	30670	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5556343)	COMPLETED	0	2023-10-12 04:48:33.754	1.7s	0ms	125.5%	3.2 MB	5.4 MB	110.7 KB	4.9 KB
39	7f/91ea6a	30917	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR13500958)	COMPLETED	0	2023-10-12 04:48:35.420	1.8s	0ms	129.3%	6.6 MB	220.9 MB	5.2 MB	5.4 KB
38	31/ac5810	31137	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	COMPLETED	0	2023-10-12 04:48:37.221	2.8s	1s	138.8%	6.7 MB	220.9 MB	32.6 MB	5.4 KB
42	ee/4afd03	31416	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	COMPLETED	0	2023-10-12 04:48:40.016	1.8s	1s	130.9%	6.6 MB	220.9 MB	4.7 MB	5.4 KB
47	bc/92aa9c	31640	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-12 04:48:41.784	10.5s	9s	117.6%	7.7 MB	222.2 MB	32.6 MB	99 KB
49	63/32951d	32299	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-12 04:48:52.317	3s	1s	116.7%	7.7 MB	222.2 MB	4.7 MB	104.7 KB
48	ab/af4ba9	32620	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-12 04:48:55.360	2.5s	1s	117.4%	7.7 MB	222.3 MB	5.2 MB	138.8 KB
50	74/8a617a	32844	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-12 04:48:57.859	2.5s	1s	121.4%	7.6 MB	222.2 MB	7.5 MB	94.2 KB
51	82/52cf3b	33065	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-12 04:49:00.393	3.6s	2s	117.2%	7.5 MB	222.3 MB	7.3 MB	104.4 KB
52	c4/237619	33343	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5556343)	COMPLETED	0	2023-10-12 04:49:04.019	6.6s	5s	99.1%	12 MB	18 MB	7.3 MB	7.3 MB
53	83/186dc5	33786	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5405022)	COMPLETED	0	2023-10-12 04:49:10.672	9.2s	8s	99.7%	11.8 MB	17.7 MB	7.4 MB	7.4 MB
54	9a/18b97a	34435	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (SRR13500958)	COMPLETED	0	2023-10-12 04:49:19.860	3.9s	3s	99.3%	9.7 MB	15.8 MB	5.2 MB	5.1 MB
55	b3/a8a22d	34808	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5181310)	COMPLETED	0	2023-10-12 04:49:23.797	24.5s	23s	99.9%	28.8 MB	34.6 MB	32.6 MB	32.9 MB
56	ab/d90a3a	35680	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5743893)	COMPLETED	0	2023-10-12 04:49:48.262	5.2s	3s	99.8%	10.9 MB	17 MB	4.7 MB	4.6 MB
57	e1/9b98f4	36114	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5556343)	COMPLETED	0	2023-10-12 04:49:53.507	2.5s	1s	500.6%	25.7 MB	5.1 GB	7.4 MB	7.2 MB
58	ec/d6c489	36394	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-12 04:49:56.046	2.3s	1s	509.4%	27.3 MB	4.9 GB	7.5 MB	7.4 MB
59	09/bc9a23	36634	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR13500958)	COMPLETED	0	2023-10-12 04:49:58.336	2s	0ms	463.9%	27 MB	5 GB	5.2 MB	5.1 MB
60	e9/eed42a	36872	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5181310)	COMPLETED	0	2023-10-12 04:50:00.344	6s	4s	517.3%	744.3 MB	5.6 GB	33 MB	32.8 MB
61	cf/3f1827	37332	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5743893)	COMPLETED	0	2023-10-12 04:50:06.376	2.3s	0ms	493.6%	25.6 MB	5.1 GB	4.7 MB	4.6 MB
63	3a/36907e	37615	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5556343)	COMPLETED	0	2023-10-12 04:50:08.653	1.8s	0ms	131.4%	6.4 MB	220.9 MB	7.3 MB	5 KB
62	cc/f1878e	37837	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5556343)	COMPLETED	0	2023-10-12 04:50:10.465	24.3s	23s	125.0%	152.8 MB	224.7 MB	113.3 MB	105.9 MB
64	0a/7b3a46	39052	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5405022)	COMPLETED	0	2023-10-12 04:50:34.803	1.8s	0ms	131.2%	6.6 MB	220.9 MB	7.5 MB	5 KB
65	68/378863	39320	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5405022)	COMPLETED	0	2023-10-12 04:50:36.596	18.8s	17s	119.6%	79.8 MB	119.3 MB	59.9 MB	52.3 MB
67	80/f43daf	40459	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR13500958)	COMPLETED	0	2023-10-12 04:50:55.400	1.8s	0ms	117.9%	6.6 MB	220.9 MB	5.2 MB	5 KB
66	e5/64ccfa	40722	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (SRR13500958)	COMPLETED	0	2023-10-12 04:50:57.190	18.2s	16s	117.7%	79.5 MB	118 MB	55.7 MB	50.4 MB
68	6e/004552	41859	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5181310)	COMPLETED	0	2023-10-12 04:51:15.413	2.8s	1s	141.5%	6.5 MB	220.9 MB	32.9 MB	5 KB
69	ed/a4e0e6	42176	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5181310)	COMPLETED	0	2023-10-12 04:51:18.268	1m 16s	1m 14s	152.2%	557.9 MB	821.8 MB	558.7 MB	525.7 MB
71	20/418333	44195	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5743893)	COMPLETED	0	2023-10-12 04:52:34.270	1.8s	0ms	125.7%	6.7 MB	220.9 MB	4.7 MB	5 KB
70	5d/08812a	44466	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS (ERR5743893)	COMPLETED	0	2023-10-12 04:52:36.118	20s	19s	118.6%	85.2 MB	124.8 MB	71.9 MB	67.2 MB
72	58/a7ae9e	45620	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5556343)	COMPLETED	0	2023-10-12 04:52:56.139	1.7s	1s	365.2%	5.6 MB	14 MB	7.4 MB	113.4 KB
73	5e/33a05b	45891	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5556343)	COMPLETED	0	2023-10-12 04:52:57.868	1.7s	1s	349.3%	5.8 MB	14.7 MB	7.4 MB	182.8 KB
74	a1/ddb9de	46118	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5556343)	COMPLETED	0	2023-10-12 04:52:59.584	15.1s	11s	285.2%	424.8 MB	11 GB	60.5 MB	854.3 KB
75	c6/94728c	47803	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5556343)	COMPLETED	0	2023-10-12 04:53:14.740	3.3s	2s	142.6%	66.2 MB	2.1 GB	10.5 MB	6 KB
76	de/554829	48138	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5405022)	COMPLETED	0	2023-10-12 04:53:18.007	1.8s	1s	331.6%	5.8 MB	14.1 MB	7.5 MB	295.4 KB
78	bf/576b62	48362	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5405022)	COMPLETED	0	2023-10-12 04:53:19.825	1.7s	0ms	328.2%	6.1 MB	14.7 MB	7.6 MB	405.5 KB
77	f5/886dbc	48588	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5405022)	COMPLETED	0	2023-10-12 04:53:21.578	12.1s	8s	336.6%	410 MB	11 GB	60.6 MB	843.8 KB
79	e1/ff580a	50087	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5405022)	COMPLETED	0	2023-10-12 04:53:33.638	2.5s	1s	246.3%	10.8 MB	15.7 MB	10.5 MB	6.2 KB
81	60/b4a2dc	50369	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (SRR13500958)	COMPLETED	0	2023-10-12 04:53:36.143	1.7s	1s	349.8%	6.2 MB	14.1 MB	5.3 MB	150 KB
80	9a/8929a2	50593	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (SRR13500958)	COMPLETED	0	2023-10-12 04:53:37.887	1.7s	0ms	321.4%	6.1 MB	14.7 MB	5.3 MB	221.3 KB
82	b2/9a4ccb	50821	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (SRR13500958)	COMPLETED	0	2023-10-12 04:53:39.635	11.8s	8s	334.4%	383.5 MB	11 GB	58.4 MB	886.8 KB
83	b7/f5717b	52268	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (SRR13500958)	COMPLETED	0	2023-10-12 04:53:51.466	2.4s	1s	258.5%	10.1 MB	15.3 MB	10.5 MB	4.4 KB
84	d0/9d9dbb	52549	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5181310)	COMPLETED	0	2023-10-12 04:53:53.912	2.4s	1s	430.8%	6.3 MB	14.1 MB	32.9 MB	199.4 KB
85	93/abd035	52777	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5181310)	COMPLETED	0	2023-10-12 04:53:56.351	2.5s	1s	421.1%	6.1 MB	14.7 MB	32.9 MB	342 KB
86	24/0ddb77	53002	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5181310)	COMPLETED	0	2023-10-12 04:53:58.843	31.7s	28s	176.0%	367.6 MB	11 GB	86 MB	857.6 KB
87	9d/be2a61	54831	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5181310)	COMPLETED	0	2023-10-12 04:54:30.544	2.4s	1s	251.3%	11.2 MB	16.6 MB	10.5 MB	6 KB
89	e7/e363be	55110	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5743893)	COMPLETED	0	2023-10-12 04:54:32.904	1.7s	0ms	361.5%	6 MB	14.1 MB	4.7 MB	105.3 KB
91	bc/36e70d	55336	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5556343)	COMPLETED	0	2023-10-12 04:54:34.588	2s	0ms	132.8%	6.6 MB	220.9 MB	7.3 MB	5.4 KB
90	14/3677c3	55558	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5743893)	COMPLETED	0	2023-10-12 04:54:36.558	1.8s	0ms	301.3%	6.7 MB	14.7 MB	4.7 MB	165.7 KB
93	5b/ae3c9e	55784	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR13500958)	COMPLETED	0	2023-10-12 04:54:38.354	1.7s	0ms	130.9%	6.7 MB	220.9 MB	5.2 MB	5.4 KB
92	ae/dae122	56006	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5405022)	COMPLETED	0	2023-10-12 04:54:40.054	1.7s	1s	132.1%	6.7 MB	220.9 MB	7.5 MB	5.4 KB
